word,disgust,surprise,neutral,anger,sad,happy,fear
grand , 9.2764385E-4 , 0.0046382193 , 9.2764385E-4 , 0.006493507 , 0.013914657 , 0.11595548 , 0.0046382193
graphic , 0.008928572 , 0.008928572 , 0.008928572 , 0.026785716 , 0.0625 , 0.04464286 , 0.026785716
great , 0.0022127812 , 0.013896266 , 0.03549301 , 0.0069923885 , 0.009116659 , 0.059568066 , 0.016020535
greater , 0.002747253 , 0.030219782 , 0.002747253 , 0.002747253 , 0.008241759 , 0.041208792 , 0.06868132
grow , 9.784736E-4 , 0.036203522 , 9.784736E-4 , 0.016634053 , 0.018590998 , 0.04011742 , 0.034246575
growing , 0.001347709 , 0.039083563 , 0.001347709 , 0.028301887 , 0.020215636 , 0.020215636 , 0.039083563
guarantee , 0.0059523815 , 0.053571433 , 0.0059523815 , 0.029761905 , 0.017857144 , 0.029761905 , 0.029761905
guaranteed , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
guess , 1.8221575E-4 , 0.0300656 , 1.8221575E-4 , 0.024234693 , 0.028972303 , 0.019497085 , 0.040634114
guitar , 0.006493507 , 0.071428575 , 0.006493507 , 0.006493507 , 0.006493507 , 0.071428575 , 0.006493507
hall , 0.065476194 , 0.009920636 , 0.001984127 , 0.029761905 , 0.0059523815 , 0.025793651 , 0.01388889
handle , 0.0012755103 , 0.021683674 , 0.0012755103 , 0.031887755 , 0.016581632 , 0.039540816 , 0.036989797
handling , 0.006493507 , 0.071428575 , 0.006493507 , 0.006493507 , 0.01948052 , 0.05844156 , 0.006493507
happen , 0.005519481 , 0.03214286 , 3.2467532E-4 , 0.02305195 , 0.02435065 , 0.019805197 , 0.039285716
happy , 3.8361212E-4 , 0.018183213 , 7.672243E-5 , 0.015267762 , 0.010050637 , 0.090148844 , 0.0091299685
hard , 5.0539085E-5 , 1.3364782E-4 , 4.503594E-4 , 1.6958671E-4 , 2.1001797E-4 , 1.6284816E-4 , 2.571878E-4
harry , 0.0035714288 , 0.046428572 , 0.0035714288 , 0.039285716 , 0.03214286 , 0.010714287 , 0.025
hawaii , 0.010204082 , 0.05102041 , 0.010204082 , 0.05102041 , 0.010204082 , 0.030612247 , 0.030612247
headlines , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287
healthcare , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
healthy , 2.9274003E-4 , 0.0149297435 , 2.9274003E-4 , 0.0067330212 , 0.026639346 , 0.0898712 , 0.005562061
heard , 0.01739332 , 0.022495363 , 2.3191096E-4 , 0.035482377 , 0.016465677 , 0.0317718 , 0.020176254
heart , 1.4459225E-4 , 0.027327936 , 1.4459225E-4 , 0.018941587 , 0.020965878 , 0.051041063 , 0.025014462
heat , 0.0017006804 , 0.04251701 , 0.0017006804 , 0.011904763 , 0.056122452 , 0.0153061235 , 0.022108845
heavy , 0.0026881723 , 0.006528418 , 3.840246E-4 , 0.055683564 , 0.021889402 , 0.0042242706 , 0.05337942
height , 0.001984127 , 0.053571433 , 0.001984127 , 0.017857144 , 0.037698418 , 0.021825397 , 0.017857144
held , 0.007936508 , 0.032627866 , 8.8183425E-4 , 0.025573192 , 0.022045856 , 0.037918873 , 0.020282188
hello , 0.0026455028 , 0.018518519 , 0.0026455028 , 0.02910053 , 0.08201059 , 0.013227513 , 0.007936508
helps , 0.0010660981 , 0.018123668 , 0.0010660981 , 0.013859276 , 0.03944563 , 0.043710027 , 0.030916845
henry , 0.017857144 , 0.029761905 , 0.0059523815 , 0.017857144 , 0.0059523815 , 0.017857144 , 0.077380955
hey , 8.503402E-4 , 0.08928572 , 8.503402E-4 , 0.0059523815 , 0.024659863 , 0.011054423 , 0.014455783
hidden , 0.004464286 , 0.049107146 , 0.004464286 , 0.02232143 , 0.004464286 , 0.06696429 , 0.013392858
hide , 0.0063775512 , 0.016581632 , 0.0012755103 , 0.034438778 , 0.016581632 , 0.019132653 , 0.054846942
highest , 0.0071428576 , 0.021428574 , 0.0071428576 , 0.06428572 , 0.0071428576 , 0.06428572 , 0.0071428576
highly , 0.0058548013 , 0.026932085 , 0.0011709601 , 0.033957846 , 0.0011709601 , 0.012880562 , 0.06674474
hip , 0.0059523815 , 0.017857144 , 0.0059523815 , 0.041666668 , 0.053571433 , 0.017857144 , 0.029761905
hire , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.08928572 , 0.017857144 , 0.053571433
hit , 0.004065041 , 0.045876887 , 5.807201E-4 , 0.021486646 , 0.020325204 , 0.015679443 , 0.037746806
hits , 0.0047619054 , 0.071428575 , 0.0047619054 , 0.014285715 , 0.033333335 , 0.033333335 , 0.0047619054
hiv , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.053571433 , 0.017857144 , 0.053571433
hold , 0.0024630544 , 0.025123155 , 4.9261085E-4 , 0.026108375 , 0.032019705 , 0.028078819 , 0.031034485
hole , 0.006696429 , 0.042410716 , 0.002232143 , 0.029017858 , 0.015625 , 0.033482146 , 0.024553573
holiday , 0.008365508 , 0.022522522 , 6.435007E-4 , 0.027670529 , 0.01866152 , 0.045688547 , 0.022522522
holidays , 0.014285715 , 0.014285715 , 0.0015873017 , 0.02698413 , 0.04603175 , 0.030158732 , 0.017460318
hong , 0.014285715 , 0.042857148 , 0.014285715 , 0.014285715 , 0.014285715 , 0.071428575 , 0.042857148
hope , 3.3959703E-4 , 0.013923478 , 1.13199014E-4 , 0.009395519 , 0.01596106 , 0.04154404 , 0.062146258
hot , 2.6357407E-6 , 5.535056E-5 , 0.001056932 , 8.6979446E-5 , 9.752241E-5 , 7.643648E-5 , 6.589352E-5
household , 0.010204082 , 0.030612247 , 0.010204082 , 0.010204082 , 0.030612247 , 0.05102041 , 0.05102041
houses , 0.0032467535 , 0.016233768 , 0.0032467535 , 0.042207796 , 0.022727275 , 0.022727275 , 0.0487013
houston , 0.023809526 , 0.11904762 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526
hr , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575
huge , 8.1168837E-4 , 0.03327922 , 8.1168837E-4 , 0.026785716 , 0.025162337 , 0.026785716 , 0.03327922
hunter , 0.014285715 , 0.042857148 , 0.014285715 , 0.014285715 , 0.042857148 , 0.014285715 , 0.071428575
ice , 0.004201681 , 0.026610646 , 0.0014005604 , 0.018207286 , 0.04061625 , 0.023809526 , 0.035014007
icon , 0.014285715 , 0.1 , 0.014285715 , 0.014285715 , 0.014285715 , 0.042857148 , 0.014285715
ideal , 0.0059523815 , 0.029761905 , 0.0059523815 , 0.0059523815 , 0.041666668 , 0.041666668 , 0.041666668
identified , 0.014285715 , 0.071428575 , 0.014285715 , 0.014285715 , 0.042857148 , 0.042857148 , 0.014285715
identify , 0.0010504202 , 0.0052521015 , 0.0010504202 , 0.0031512608 , 0.0010504202 , 0.12710086 , 0.009453783
identity , 0.014285715 , 0.071428575 , 0.0047619054 , 0.023809526 , 0.014285715 , 0.0047619054 , 0.033333335
immediately , 0.0025510206 , 0.031462587 , 8.503402E-4 , 0.038265307 , 0.033163264 , 0.019557824 , 0.021258505
import , 0.023809526 , 0.11904762 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526
importance , 0.0026455028 , 0.039682545 , 0.0026455028 , 0.02910053 , 0.023809526 , 0.02910053 , 0.02910053
important , 0.010748959 , 0.014909849 , 3.4674065E-4 , 0.023231624 , 0.016990293 , 0.066227466 , 0.012135922
improve , 0.0034013607 , 0.030612247 , 0.0034013607 , 0.017006803 , 0.037414968 , 0.030612247 , 0.037414968
improved , 0.0071428576 , 0.07857143 , 0.0071428576 , 0.021428574 , 0.021428574 , 0.0071428576 , 0.035714287
incest , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
inch , 0.006493507 , 0.01948052 , 0.006493507 , 0.01948052 , 0.006493507 , 0.05844156 , 0.05844156
inches , 0.005102041 , 0.056122452 , 0.005102041 , 0.005102041 , 0.045918368 , 0.0153061235 , 0.035714287
increase , 0.0037593986 , 0.02631579 , 0.0037593986 , 0.011278195 , 0.06390978 , 0.02631579 , 0.02631579
increasing , 0.017857144 , 0.053571433 , 0.017857144 , 0.053571433 , 0.053571433 , 0.017857144 , 0.017857144
indeed , 0.0015527952 , 0.048136648 , 0.0015527952 , 0.029503107 , 0.023291927 , 0.029503107 , 0.017080747
indiana , 0.014285715 , 0.042857148 , 0.014285715 , 0.014285715 , 0.014285715 , 0.071428575 , 0.042857148
industries , 0.11904762 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526
influence , 0.014285715 , 0.014285715 , 0.0028571428 , 0.037142858 , 0.020000001 , 0.03142857 , 0.037142858
injury , 0.003968254 , 0.02777778 , 0.003968254 , 0.011904763 , 0.019841272 , 0.019841272 , 0.07539683
installed , 0.014285715 , 0.042857148 , 0.014285715 , 0.042857148 , 0.042857148 , 0.014285715 , 0.042857148
instance , 0.02747253 , 0.038461544 , 0.005494506 , 0.02747253 , 0.005494506 , 0.038461544 , 0.02747253
instant , 0.010204082 , 0.030612247 , 0.010204082 , 0.010204082 , 0.05102041 , 0.05102041 , 0.030612247
institutions , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287
intelligence , 0.0047619054 , 0.023809526 , 0.0047619054 , 0.0047619054 , 0.033333335 , 0.061904766 , 0.033333335
intended , 0.0032467535 , 0.02922078 , 0.0032467535 , 0.0487013 , 0.035714287 , 0.022727275 , 0.016233768
interest , 0.0028801844 , 0.019009218 , 5.7603687E-4 , 0.008640553 , 0.015552996 , 0.07776498 , 0.021313366
interested , 0.011224491 , 0.05 , 0.0010204082 , 0.02346939 , 0.005102041 , 0.0153061235 , 0.041836735
interesting , 0.0016233767 , 0.053571433 , 0.0016233767 , 0.017857144 , 0.03733766 , 0.017857144 , 0.021103898
interests , 0.032467537 , 0.05844156 , 0.006493507 , 0.045454547 , 0.01948052 , 0.006493507 , 0.006493507
interior , 0.017857144 , 0.053571433 , 0.017857144 , 0.017857144 , 0.017857144 , 0.053571433 , 0.053571433
interview , 0.005226481 , 0.04355401 , 0.0017421603 , 0.022648085 , 0.019163765 , 0.03310105 , 0.026132407
introduced , 0.039285716 , 0.017857144 , 0.0035714288 , 0.010714287 , 0.017857144 , 0.039285716 , 0.03214286
involved , 0.022321427 , 0.024107145 , 8.928572E-4 , 0.022321427 , 0.01875 , 0.016964287 , 0.041964285
iowa , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.071428575
ipod , 0.006493507 , 0.032467537 , 0.006493507 , 0.045454547 , 0.032467537 , 0.01948052 , 0.032467537
iron , 0.0047619054 , 0.033333335 , 0.0047619054 , 0.033333335 , 0.071428575 , 0.014285715 , 0.0047619054
israel , 0.003968254 , 0.02777778 , 0.003968254 , 0.011904763 , 0.06746032 , 0.011904763 , 0.035714287
issued , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575
issues , 2.6260504E-6 , 6.5651264E-5 , 0.0010530463 , 1.1817227E-4 , 7.090336E-5 , 5.514706E-5 , 7.615546E-5
iv , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287
jackson , 0.011904763 , 0.05952381 , 0.011904763 , 0.011904763 , 0.035714287 , 0.011904763 , 0.05952381
jazz , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287
jesus , 7.598784E-4 , 0.026595745 , 7.598784E-4 , 0.0053191492 , 0.0037993924 , 0.09498481 , 0.014437691
joseph , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.08928572 , 0.017857144 , 0.053571433
judge , 0.002747253 , 0.013736265 , 0.002747253 , 0.052197803 , 0.019230772 , 0.008241759 , 0.057692308
junior , 0.035714287 , 0.0071428576 , 0.0071428576 , 0.05 , 0.035714287 , 0.035714287 , 0.0071428576
keep , 2.396166E-5 , 1.6544957E-4 , 4.5755363E-4 , 1.9055227E-4 , 2.2478322E-4 , 1.9283434E-4 , 1.7914196E-4
kelly , 0.014285715 , 0.1 , 0.014285715 , 0.014285715 , 0.014285715 , 0.014285715 , 0.042857148
kentucky , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287
kept , 0.0094905095 , 0.024475526 , 4.9950054E-4 , 0.053446554 , 0.022477524 , 0.012487513 , 0.022477524
kids , 3.3222593E-4 , 0.029568108 , 3.3222593E-4 , 0.034883723 , 0.032890365 , 0.02292359 , 0.02358804
kinds , 0.017857144 , 0.053571433 , 0.0035714288 , 0.0035714288 , 0.039285716 , 0.017857144 , 0.025
knew , 0.009103643 , 0.025910364 , 2.3342672E-4 , 0.032446314 , 0.023109246 , 0.02777778 , 0.025443513
kong , 0.011904763 , 0.035714287 , 0.011904763 , 0.035714287 , 0.011904763 , 0.05952381 , 0.035714287
korea , 0.005102041 , 0.035714287 , 0.005102041 , 0.07653062 , 0.025510205 , 0.005102041 , 0.0153061235
lab , 0.007936508 , 0.023809526 , 0.007936508 , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526
lack , 0.004101839 , 0.010042434 , 1.4144272E-4 , 0.10141443 , 0.01824611 , 0.0026874118 , 0.006930693
ladies , 0.0047619054 , 0.061904766 , 0.0047619054 , 0.061904766 , 0.014285715 , 0.0047619054 , 0.014285715
lady , 0.022504892 , 0.03033268 , 9.784736E-4 , 0.03816047 , 0.012720157 , 0.024461841 , 0.018590998
lake , 0.005102041 , 0.025510205 , 0.005102041 , 0.005102041 , 0.035714287 , 0.056122452 , 0.035714287
laptop , 0.004464286 , 0.03125 , 0.004464286 , 0.040178575 , 0.013392858 , 0.049107146 , 0.02232143
larger , 0.0059523815 , 0.029761905 , 0.0059523815 , 0.029761905 , 0.029761905 , 0.041666668 , 0.029761905
late , 8.1027177E-4 , 0.0024308152 , 6.23286E-5 , 0.1277113 , 0.0051732734 , 0.0018075295 , 0.0051732734
latin , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.071428575
laws , 0.005102041 , 0.0153061235 , 0.005102041 , 0.035714287 , 0.045918368 , 0.0153061235 , 0.045918368
lawyer , 0.011904763 , 0.011904763 , 0.011904763 , 0.05952381 , 0.011904763 , 0.083333336 , 0.011904763
layer , 0.007936508 , 0.039682545 , 0.007936508 , 0.023809526 , 0.039682545 , 0.05555556 , 0.007936508
leader , 0.027142858 , 0.012857144 , 0.0014285714 , 0.04428572 , 0.010000001 , 0.04428572 , 0.010000001
leaders , 0.023809526 , 0.014285715 , 0.0047619054 , 0.033333335 , 0.033333335 , 0.033333335 , 0.023809526
leadership , 0.010204082 , 0.05102041 , 0.010204082 , 0.030612247 , 0.030612247 , 0.010204082 , 0.05102041
leads , 0.0031055904 , 0.034161493 , 0.0031055904 , 0.034161493 , 0.04037267 , 0.027950311 , 0.015527951
league , 0.042857148 , 0.014285715 , 0.014285715 , 0.014285715 , 0.042857148 , 0.042857148 , 0.042857148
learning , 1.6556292E-5 , 1.3481552E-4 , 9.48439E-4 , 6.859035E-5 , 1.1116368E-4 , 6.859035E-5 , 9.224219E-5
leather , 0.0153061235 , 0.0153061235 , 0.005102041 , 0.005102041 , 0.005102041 , 0.096938774 , 0.025510205
leave , 0.0022091311 , 0.011045655 , 1.0519673E-4 , 0.08447297 , 0.017147066 , 0.011676836 , 0.016726278
legal , 1.717033E-5 , 1.03021985E-5 , 0.0013770604 , 3.4340662E-6 , 3.4340662E-6 , 1.717033E-5 , 1.717033E-5
legislation , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287
les , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866
lesbian , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575
less , 9.7550405E-4 , 0.02633861 , 1.0838934E-4 , 0.024604382 , 0.03262519 , 0.023086928 , 0.03566009
let , 1.009195E-5 , 1.6707783E-4 , 4.496524E-4 , 2.679973E-4 , 1.8726174E-4 , 1.6707783E-4 , 1.8501906E-4
libraries , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575
licensed , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.11904762 , 0.023809526
lighting , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526
likely , 0.0012755103 , 0.024234693 , 0.0012755103 , 0.024234693 , 0.036989797 , 0.019132653 , 0.04209184
limit , 0.0059523815 , 0.053571433 , 0.0059523815 , 0.029761905 , 0.041666668 , 0.0059523815 , 0.029761905
limited , 3.2175035E-6 , 2.895753E-5 , 0.0012902188 , 1.6087515E-5 , 6.756758E-5 , 2.2522523E-5 , 1.6087515E-5
lingerie , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.11904762 , 0.023809526
little , 0.0010142903 , 0.03139792 , 0.009038453 , 0.0188658 , 0.02499662 , 0.013005455 , 0.04465131
loan , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.08928572 , 0.053571433
logged , 0.010204082 , 0.05102041 , 0.010204082 , 0.030612247 , 0.05102041 , 0.010204082 , 0.030612247
looked , 0.008275262 , 0.050087105 , 4.3554007E-4 , 0.015243904 , 0.019599304 , 0.023083623 , 0.028310107
looking , 4.404762E-5 , 2.8690477E-4 , 4.7738096E-4 , 1.202381E-4 , 1.3452381E-4 , 1.4880953E-4 , 2.2261907E-4
loss , 0.0013562387 , 0.023056058 , 4.520796E-4 , 0.015822787 , 0.035714287 , 0.014918626 , 0.05379747
lost , 0.0011821802 , 0.0066575417 , 6.222002E-5 , 0.033163264 , 0.013999503 , 0.005288702 , 0.082814835
love , 7.9973065E-4 , 0.023865646 , 4.2091087E-5 , 0.014353061 , 0.01586834 , 0.07302804 , 0.015110699
lowest , 0.035714287 , 0.011904763 , 0.011904763 , 0.011904763 , 0.05952381 , 0.035714287 , 0.035714287
luxury , 0.0059523815 , 0.017857144 , 0.0059523815 , 0.053571433 , 0.017857144 , 0.029761905 , 0.041666668
machines , 0.008928572 , 0.0625 , 0.008928572 , 0.008928572 , 0.026785716 , 0.026785716 , 0.04464286
magic , 0.0034013607 , 0.05102041 , 0.0034013607 , 0.010204082 , 0.030612247 , 0.04421769 , 0.017006803
maine , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.071428575
maintain , 0.008571429 , 0.03142857 , 0.0028571428 , 0.020000001 , 0.037142858 , 0.025714288 , 0.03142857
maintained , 0.042857148 , 0.014285715 , 0.014285715 , 0.014285715 , 0.071428575 , 0.042857148 , 0.014285715
majority , 0.0031055904 , 0.034161493 , 0.0031055904 , 0.015527951 , 0.052795034 , 0.02173913 , 0.027950311
making , 3.412568E-5 , 1.6592142E-4 , 4.7187577E-4 , 1.8004236E-4 , 2.176983E-4 , 1.4473994E-4 , 2.2005178E-4
manage , 0.0015873017 , 0.011111112 , 0.0015873017 , 0.020634923 , 0.071428575 , 0.030158732 , 0.014285715
managed , 0.0035014008 , 0.04551821 , 7.002802E-4 , 0.0077030817 , 0.025910366 , 0.039915968 , 0.023109246
manner , 0.017399268 , 0.06868132 , 9.15751E-4 , 0.02838828 , 0.0045787552 , 0.008241759 , 0.019230772
marriage , 4.302926E-4 , 0.005593804 , 4.302926E-4 , 0.0038726337 , 0.0038726337 , 0.118330464 , 0.012478487
married , 0.015222483 , 0.038641687 , 0.0011709601 , 0.029274005 , 0.008196722 , 0.033957846 , 0.022248244
matching , 0.014285715 , 0.12857144 , 0.014285715 , 0.014285715 , 0.014285715 , 0.014285715 , 0.014285715
math , 0.02747253 , 0.038461544 , 0.005494506 , 0.005494506 , 0.038461544 , 0.016483517 , 0.038461544
matrix , 0.023809526 , 0.071428575 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526
matters , 0.0028571428 , 0.03142857 , 0.0028571428 , 0.037142858 , 0.025714288 , 0.037142858 , 0.020000001
meaning , 0.0017421603 , 0.019163765 , 0.0017421603 , 0.015679443 , 0.026132407 , 0.07491289 , 0.012195122
measure , 0.0059523815 , 0.017857144 , 0.0059523815 , 0.029761905 , 0.041666668 , 0.029761905 , 0.041666668
meet , 0.0019098549 , 0.024064172 , 3.8197098E-4 , 0.020244462 , 0.011841101 , 0.026355999 , 0.059969444
meeting , 2.8396682E-5 , 8.519004E-5 , 8.759285E-4 , 1.3761468E-4 , 7.6452605E-5 , 1.2887725E-4 , 1.07033644E-4
mental , 0.013095239 , 0.025 , 0.0011904764 , 0.017857144 , 0.046428572 , 0.015476191 , 0.029761905
mentioned , 0.0051759835 , 0.034161493 , 0.0010351967 , 0.034161493 , 0.034161493 , 0.015527951 , 0.023809526
met , 0.018813778 , 0.022002552 , 3.1887757E-4 , 0.011798469 , 0.009885204 , 0.06473215 , 0.016900511
mg , 0.011904763 , 0.035714287 , 0.011904763 , 0.107142866 , 0.011904763 , 0.011904763 , 0.011904763
miami , 0.010204082 , 0.030612247 , 0.010204082 , 0.030612247 , 0.091836736 , 0.010204082 , 0.010204082
mid , 0.013227513 , 0.02910053 , 0.0026455028 , 0.023809526 , 0.050264552 , 0.0026455028 , 0.034391537
mike , 0.0059523815 , 0.077380955 , 0.0059523815 , 0.017857144 , 0.017857144 , 0.029761905 , 0.017857144
miller , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287
mind , 6.157636E-4 , 0.034688015 , 2.0525452E-4 , 0.021962235 , 0.017857144 , 0.028940888 , 0.039614126
mine , 0.025992064 , 0.013690476 , 1.9841272E-4 , 0.04265873 , 0.019642858 , 0.027976193 , 0.013690476
ministry , 0.005494506 , 0.071428575 , 0.005494506 , 0.016483517 , 0.016483517 , 0.02747253 , 0.02747253
minnesota , 0.007936508 , 0.05555556 , 0.007936508 , 0.007936508 , 0.05555556 , 0.007936508 , 0.039682545
minor , 0.017857144 , 0.03214286 , 0.0035714288 , 0.017857144 , 0.039285716 , 0.025 , 0.025
missing , 0.0010060363 , 0.017102618 , 0.0010060363 , 0.027162978 , 0.06539236 , 0.0090543255 , 0.027162978
mix , 0.0035128808 , 0.059718974 , 0.0011709601 , 0.0058548013 , 0.0035128808 , 0.029274005 , 0.04566745
mo , 0.011904763 , 0.05952381 , 0.011904763 , 0.011904763 , 0.035714287 , 0.035714287 , 0.035714287
mom , 3.681885E-4 , 0.0578056 , 3.681885E-4 , 0.016568484 , 0.022459501 , 0.016568484 , 0.030559648
moment , 0.00130397 , 0.027093597 , 1.4488555E-4 , 0.023036802 , 0.029701537 , 0.032019705 , 0.030281078
moon , 0.0031055904 , 0.027950311 , 0.0031055904 , 0.02173913 , 0.015527951 , 0.0652174 , 0.02173913
mostly , 0.0027262815 , 0.041984733 , 5.452563E-4 , 0.015812432 , 0.029989097 , 0.022355508 , 0.03217012
mount , 0.007936508 , 0.007936508 , 0.007936508 , 0.007936508 , 0.023809526 , 0.023809526 , 0.103174604
mouse , 0.016483517 , 0.02747253 , 0.005494506 , 0.016483517 , 0.005494506 , 0.038461544 , 0.060439564
move , 0.003699488 , 0.022481505 , 2.84576E-4 , 0.016220832 , 0.023050657 , 0.050369952 , 0.028173024
moved , 0.023809524 , 0.03142857 , 9.52381E-4 , 0.027619049 , 0.020000001 , 0.021904763 , 0.021904763
movement , 0.0020408165 , 0.04693878 , 0.0020408165 , 0.014285715 , 0.030612247 , 0.010204082 , 0.04693878
mt , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575 , 0.023809526
naked , 0.0922619 , 0.006944445 , 9.920635E-4 , 0.0029761908 , 0.0029761908 , 0.004960318 , 0.03670635
named , 0.005494506 , 0.060439564 , 0.005494506 , 0.02747253 , 0.02747253 , 0.016483517 , 0.02747253
nations , 0.035714287 , 0.035714287 , 0.035714287 , 0.035714287 , 0.107142866 , 0.035714287 , 0.035714287
native , 0.01948052 , 0.032467537 , 0.006493507 , 0.032467537 , 0.032467537 , 0.006493507 , 0.045454547
natural , 2.823264E-6 , 7.058159E-5 , 0.0011321289 , 3.1055904E-5 , 4.7995487E-5 , 8.752118E-5 , 7.058159E-5
ne , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.053571433 , 0.053571433 , 0.053571433
near , 0.011479593 , 0.015731294 , 4.251701E-4 , 0.014030613 , 0.008928572 , 0.07270409 , 0.021683674
nearby , 0.03781513 , 0.012605043 , 0.004201681 , 0.046218492 , 0.004201681 , 0.021008406 , 0.03781513
nearly , 0.0075630257 , 0.02436975 , 8.403362E-4 , 0.01764706 , 0.022689078 , 0.021008406 , 0.05294118
need , 0.001241601 , 0.03162431 , 7.303535E-5 , 0.022713995 , 0.025489338 , 0.033231087 , 0.028848965
needed , 0.0072393827 , 0.020752897 , 4.826255E-4 , 0.032335907 , 0.034266412 , 0.026544401 , 0.023648651
needs , 7.36377E-4 , 0.02724595 , 7.36377E-4 , 0.022827689 , 0.030191459 , 0.03755523 , 0.02724595
negative , 0.001287894 , 0.0014860315 , 9.906876E-5 , 0.13186052 , 0.0038636816 , 0.0010897564 , 0.003665544
netherlands , 0.08928572 , 0.017857144 , 0.017857144 , 0.017857144 , 0.017857144 , 0.053571433 , 0.017857144
never , 0.003627862 , 0.03426314 , 8.061916E-5 , 0.025395034 , 0.032812 , 0.018461788 , 0.028619802
newspaper , 0.054761905 , 0.0023809527 , 0.0023809527 , 0.026190478 , 0.011904763 , 0.045238096 , 0.011904763
nine , 0.0047619054 , 0.023809526 , 0.0047619054 , 0.033333335 , 0.023809526 , 0.033333335 , 0.042857148
nj , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.11904762 , 0.023809526 , 0.023809526
normal , 0.002747253 , 0.02802198 , 5.494506E-4 , 0.024725277 , 0.043406595 , 0.015934067 , 0.030219782
noted , 0.011904763 , 0.011904763 , 0.011904763 , 0.035714287 , 0.05952381 , 0.035714287 , 0.035714287
nt , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575
nuclear , 0.0023191096 , 4.6382193E-4 , 4.6382193E-4 , 4.6382193E-4 , 4.6382193E-4 , 4.6382193E-4 , 0.14053804
nude , 0.011904763 , 0.035714287 , 0.011904763 , 0.011904763 , 0.035714287 , 0.083333336 , 0.011904763
null , 0.023809526 , 0.023809526 , 0.023809526 , 0.023809526 , 0.071428575 , 0.023809526 , 0.071428575
nursing , 0.008928572 , 0.020833334 , 0.0029761908 , 0.038690478 , 0.026785716 , 0.038690478 , 0.020833334
nutrition , 0.0071428576 , 0.021428574 , 0.0071428576 , 0.0071428576 , 0.05 , 0.05 , 0.035714287
objects , 0.008928572 , 0.0625 , 0.008928572 , 0.026785716 , 0.008928572 , 0.026785716 , 0.04464286
obtain , 0.011904763 , 0.05952381 , 0.011904763 , 0.05952381 , 0.035714287 , 0.011904763 , 0.011904763
obtained , 0.008928572 , 0.026785716 , 0.008928572 , 0.008928572 , 0.008928572 , 0.09821429 , 0.026785716
ocean , 0.004201681 , 0.063025214 , 0.004201681 , 0.012605043 , 0.004201681 , 0.046218492 , 0.029411767
